OID_,gasht_name_str,ZONE_CODE,COUNT,AREA,MEAN
224,18549,224,805.000000000000000,724500.000000000000000,1155.407714843750000
225,13696,225,248.000000000000000,223200.000000000000000,1222.279052734375000
226,14318,226,282.000000000000000,253800.000000000000000,1396.221684016234803
227,14548,227,180.000000000000000,162000.000000000000000,1395.461962890625273
228,15759,228,45.000000000000000,40500.000000000000000,1246.728759765625000
229,19399,229,294.000000000000000,264600.000000000000000,1347.784667968750000
230,17879,230,383.000000000000000,344700.000000000000000,1155.407714843750000
231,11337,231,80.000000000000000,72000.000000000000000,1246.728759765625000
232,19886,232,297.000000000000000,267300.000000000000000,1709.080444335937500
233,11647,233,75.000000000000000,67500.000000000000000,1181.288452148437500
234,11488,234,119.000000000000000,107100.000000000000000,1246.728759765625000
235,15417,235,213.000000000000000,191700.000000000000000,1353.948486328125000
236,13496,236,319.000000000000000,287100.000000000000000,1310.918945312500000
237,19319,237,414.000000000000000,372600.000000000000000,1347.784667968750000
238,15139,238,58.000000000000000,52200.000000000000000,1391.481567382812500
239,19339,239,171.000000000000000,153900.000000000000000,1387.265872709932182
240,11698,240,256.000000000000000,230400.000000000000000,1181.288452148437500
241,15479,241,57.000000000000000,51300.000000000000000,1353.948486328125000
242,14137,242,98.000000000000000,88200.000000000000000,1291.409667968750000
243,14438,243,92.000000000000000,82800.000000000000000,1291.409667968750000
244,14566,244,312.000000000000000,280800.000000000000000,1300.351420084635492
245,16838,245,133.000000000000000,119700.000000000000000,1423.271362304687500
246,14766,246,759.000000000000000,683100.000000000000000,1543.450073242187955
247,15468,247,62.000000000000000,55800.000000000000000,1353.948486328125000
248,14348,248,356.000000000000000,320400.000000000000000,1391.481567382812500
249,15149,249,64.000000000000000,57600.000000000000000,1391.481567382812500
250,17366,250,102.000000000000000,91800.000000000000000,1208.351914349723984
251,13437,251,115.000000000000000,103500.000000000000000,1310.918945312500000
252,17869,252,884.000000000000000,795600.000000000000000,1155.407714843750000
253,13587,253,224.000000000000000,201600.000000000000000,1222.279052734375000
254,14167,254,136.000000000000000,122400.000000000000000,1246.728759765625000
255,15456,255,41.000000000000000,36900.000000000000000,1353.948486328125000
256,13476,256,113.000000000000000,101700.000000000000000,1291.409667968750000
257,14417,257,129.000000000000000,116100.000000000000000,1291.409667968750000
258,14688,258,166.000000000000000,149400.000000000000000,1518.780273437500000
259,15779,259,57.000000000000000,51300.000000000000000,1388.847666957922002
260,15616,260,40.000000000000000,36000.000000000000000,1246.728759765625000
261,14857,261,1788.000000000000000,1609200.000000000000000,1473.966701362488493
262,16319,262,238.000000000000000,214200.000000000000000,1353.948486328125000
263,13598,263,411.000000000000000,369900.000000000000000,1192.787719726562500
264,15657,264,80.000000000000000,72000.000000000000000,1246.268580627441452
265,14338,265,201.000000000000000,180900.000000000000000,1391.481567382812500
266,13149,266,72.000000000000000,64800.000000000000000,1291.409667968750000
267,15736,267,123.000000000000000,110700.000000000000000,1246.728759765625000
268,14837,268,713.000000000000000,641700.000000000000000,1561.094726562500000
269,17639,269,113.000000000000000,101700.000000000000000,1150.119956227530793
270,19637,270,135.000000000000000,121500.000000000000000,1709.080444335937500
271,15418,271,111.000000000000000,99900.000000000000000,1353.948486328125000
272,11638,272,84.000000000000000,75600.000000000000000,1181.288452148437500
273,14587,273,416.000000000000000,374400.000000000000000,1310.918945312500000
274,11576,274,264.000000000000000,237600.000000000000000,1245.194829305013172
275,18316,275,179.000000000000000,161100.000000000000000,1191.710693359375000
276,15467,276,58.000000000000000,52200.000000000000000,1353.948486328125000
277,11757,277,102.000000000000000,91800.000000000000000,1153.140428730086342
278,13118,278,75.000000000000000,67500.000000000000000,1291.409667968750000
279,18537,279,305.000000000000000,274500.000000000000000,1155.554809570312500
280,14489,280,282.000000000000000,253800.000000000000000,1486.961059570312500
281,16477,281,301.000000000000000,270900.000000000000000,1229.054254778990980
282,13777,282,1109.000000000000000,998100.000000000000000,1270.698925517076304
283,15748,283,73.000000000000000,65700.000000000000000,1246.728759765625000
284,19596,284,183.000000000000000,164700.000000000000000,1347.784667968750000
285,14419,285,152.000000000000000,136800.000000000000000,1291.409667968750000
286,15989,286,168.000000000000000,151200.000000000000000,1246.728759765625000
