OID_,gasht_name_str,ZONE_CODE,COUNT,AREA,MEDIAN
188,14847,188,891.000000000000000,801900.000000000000000,0.055826026946306
189,14388,189,248.000000000000000,223200.000000000000000,0.049906531348825
190,18346,190,174.000000000000000,156600.000000000000000,0.026384064927697
191,17788,191,201.000000000000000,180900.000000000000000,0.045037105679512
192,13998,192,677.000000000000000,609300.000000000000000,0.052527531981468
193,15999,193,131.000000000000000,117900.000000000000000,0.031640496104956
194,11759,194,77.000000000000000,69300.000000000000000,0.025484064593911
195,19159,195,434.000000000000000,390600.000000000000000,0.077994152903557
196,14418,196,117.000000000000000,105300.000000000000000,0.033481094986200
197,13668,197,276.000000000000000,248400.000000000000000,0.031042252667248
198,13861,198,3111.000000000000000,2799900.000000000000000,0.040774438530207
199,14916,199,521.000000000000000,468900.000000000000000,0.058395437896252
200,13817,200,76.000000000000000,68400.000000000000000,0.027259913273156
201,11848,201,219.000000000000000,197100.000000000000000,0.148430556058884
202,14739,202,940.000000000000000,846000.000000000000000,0.041410751640797
203,14876,203,448.000000000000000,403200.000000000000000,0.049626780673862
204,14639,204,3303.000000000000000,2972700.000000000000000,0.153350159525871
205,11199,205,104.000000000000000,93600.000000000000000,0.035240449011326
206,14966,206,719.000000000000000,647100.000000000000000,0.060341734439135
207,16767,207,250.000000000000000,225000.000000000000000,0.048108810558915
208,14319,208,363.000000000000000,326700.000000000000000,0.046744588762522
209,18146,209,88.000000000000000,79200.000000000000000,0.037099886685610
210,11836,210,94.000000000000000,84600.000000000000000,0.022684223949909
211,17668,211,802.000000000000000,721800.000000000000000,0.063372410833836
212,19416,212,61.000000000000000,54900.000000000000000,0.045104105025530
213,14138,213,159.000000000000000,143100.000000000000000,0.044423945248127
214,11779,214,41.000000000000000,36900.000000000000000,0.038341980427504
215,11868,215,170.000000000000000,153000.000000000000000,0.122531630098820
216,16456,216,492.000000000000000,442800.000000000000000,0.042699385434389
217,16958,217,422.000000000000000,379800.000000000000000,0.109585545957088
218,16418,218,133.000000000000000,119700.000000000000000,0.025896130129695
219,17638,219,107.000000000000000,96300.000000000000000,0.018657973036170
220,19597,220,165.000000000000000,148500.000000000000000,0.060773704200983
221,14731,221,1307.000000000000000,1176300.000000000000000,0.044110864400864
222,13166,222,177.000000000000000,159300.000000000000000,0.028343556448817
223,13658,223,332.000000000000000,298800.000000000000000,0.027296125888824
224,18549,224,805.000000000000000,724500.000000000000000,0.037112370133400
225,13696,225,251.000000000000000,225900.000000000000000,0.028785683214664
226,14318,226,287.000000000000000,258300.000000000000000,0.046342950314283
227,14548,227,179.000000000000000,161100.000000000000000,0.039315219968557
228,15759,228,49.000000000000000,44100.000000000000000,0.039927694946527
229,19399,229,292.000000000000000,262800.000000000000000,0.060239752754569
230,17879,230,387.000000000000000,348300.000000000000000,0.030694374814630
231,11337,231,77.000000000000000,69300.000000000000000,0.027590682730079
232,19886,232,303.000000000000000,272700.000000000000000,0.177956402301788
233,11647,233,79.000000000000000,71100.000000000000000,0.011678293347359
234,11488,234,111.000000000000000,99900.000000000000000,0.020163116976619
235,15417,235,222.000000000000000,199800.000000000000000,0.092454440891743
236,13496,236,306.000000000000000,275400.000000000000000,0.024007759056985
237,19319,237,417.000000000000000,375300.000000000000000,0.105681806802750
238,15139,238,57.000000000000000,51300.000000000000000,0.037401068955660
239,19339,239,167.000000000000000,150300.000000000000000,0.064375184476376
240,11698,240,257.000000000000000,231300.000000000000000,0.029618242755532
241,15479,241,56.000000000000000,50400.000000000000000,0.046552630141377
242,14137,242,95.000000000000000,85500.000000000000000,0.039463769644499
243,14438,243,102.000000000000000,91800.000000000000000,0.036364350467920
244,14566,244,316.000000000000000,284400.000000000000000,0.022875744849443
245,16838,245,135.000000000000000,121500.000000000000000,0.043446995317936
246,14766,246,756.000000000000000,680400.000000000000000,0.043773574754596
247,15468,247,62.000000000000000,55800.000000000000000,0.066718045622110
248,14348,248,355.000000000000000,319500.000000000000000,0.059594001621008
249,15149,249,65.000000000000000,58500.000000000000000,0.037779334932566
250,17366,250,101.000000000000000,90900.000000000000000,0.038442883640528
251,13437,251,116.000000000000000,104400.000000000000000,0.075890049338341
